,representative
12571,Thomas Suozzi
12572,Thomas Suozzi
12573,Thomas Suozzi
12574,Thomas Suozzi
12575,Thomas Suozzi
12576,Thomas Suozzi
12577,Harold Dallas Rogers
12578,"Neal Patrick MD, Facs Dunn"
12579,"Neal Patrick MD, Facs Dunn"
12580,"Neal Patrick MD, Facs Dunn"
12581,Donna Shalala
12582,Donna Shalala
12583,Suzan K. DelBene
12584,Suzan K. DelBene
12585,Suzan K. DelBene
12586,Suzan K. DelBene
12587,Nancy Pelosi
12588,Nancy Pelosi
12589,Kevin Hern
12590,Kevin Hern
12591,Kevin Hern
12592,Kevin Hern
12593,Kevin Hern
12594,Kevin Hern
12595,Alan S. Lowenthal
12596,Alan S. Lowenthal
12597,Alan S. Lowenthal
12598,Alan S. Lowenthal
12599,Alan S. Lowenthal
12600,Alan S. Lowenthal
12601,Alan S. Lowenthal
12602,Alan S. Lowenthal
12603,Alan S. Lowenthal
12604,Brian Mast
12605,Brian Mast
12606,Brian Mast
12607,Earl Blumenauer
12608,Earl Blumenauer
12609,Earl Blumenauer
12610,Earl Blumenauer
12611,Earl Blumenauer
12612,Earl Blumenauer
12613,Earl Blumenauer
12614,Earl Blumenauer
12615,Earl Blumenauer
12616,Earl Blumenauer
12617,Kathy Castor
12618,Kathy Castor
12619,Kathy Castor
12620,Kathy Castor
12621,Kathy Castor
12622,Mike Kelly
12623,Michael Garcia
12624,Michael Garcia
12625,Ed Case
12626,Ed Case
12627,Ed Case
12628,Ed Case
12629,Debbie Dingell
12630,Debbie Dingell
12631,Debbie Dingell
12632,Austin Scott
12633,Austin Scott
12634,Austin Scott
12635,Austin Scott
12636,Suzan K. DelBene
12637,Suzan K. DelBene
12638,Suzan K. DelBene
12639,Suzan K. DelBene
12640,James R. Langevin
12641,Blake Moore
12642,Blake Moore
12643,Blake Moore
12644,Blake Moore
12645,Scott H. Peters
12646,Scott H. Peters
12647,Scott H. Peters
12648,Austin Scott
12649,Austin Scott
12650,Austin Scott
12651,Austin Scott
12652,Austin Scott
12653,Austin Scott
12654,Austin Scott
12655,Scott Franklin
12656,Tom Malinowski
12657,Tom Malinowski
12658,Tom Malinowski
12659,Tom Malinowski
12660,Tom Malinowski
12661,Tom Malinowski
12662,Tom Malinowski
12663,Tom Malinowski
12664,Tom Malinowski
12665,None Victoria Spartz
12666,None Victoria Spartz
12667,George Holding
12668,George Holding
12669,Lois Frankel
12670,Lois Frankel
12671,Lois Frankel
12672,Lois Frankel
12673,Lois Frankel
12674,Lois Frankel
12675,Lois Frankel
12676,Lois Frankel
12677,Lois Frankel
12678,Lois Frankel
12679,Lois Frankel
12680,Lois Frankel
12681,Lois Frankel
12682,Lois Frankel
12683,Lois Frankel
12684,Lois Frankel
12685,Lois Frankel
12686,Lois Frankel
12687,Lois Frankel
12688,Lois Frankel
12689,Lois Frankel
12690,Mr. Scott Franklin
12691,William R. Keating
12692,William R. Keating
12693,William R. Keating
12694,William R. Keating
12695,Nancy Pelosi
12696,Nancy Pelosi
12697,Nancy Pelosi
12698,Nancy Pelosi
12699,Nancy Pelosi
12700,Lois Frankel
12701,Lois Frankel
12702,Lois Frankel
12703,Lois Frankel
12704,Lois Frankel
12705,Lois Frankel
12706,Lois Frankel
12707,Lois Frankel
12708,Lois Frankel
12709,Lois Frankel
12710,Lois Frankel
12711,Lois Frankel
12712,Lois Frankel
12713,Lois Frankel
12714,Lois Frankel
12715,Lois Frankel
12716,Lois Frankel
12717,Lois Frankel
12718,Lois Frankel
12719,Lois Frankel
12720,Lois Frankel
12721,Lois Frankel
12722,Lois Frankel
12723,Lois Frankel
12724,Earl Blumenauer
12725,Earl Blumenauer
12726,Earl Blumenauer
12727,Marie Newman
12728,Marie Newman
12729,Donald Sternoff Honorable Beyer
12730,Donald Sternoff Honorable Beyer
12731,Donald Sternoff Honorable Beyer
12732,Donald Sternoff Honorable Beyer
12733,Donald Sternoff Honorable Beyer
12734,Donald Sternoff Honorable Beyer
12735,Donald Sternoff Honorable Beyer
12736,Donald Sternoff Honorable Beyer
12737,Donald Sternoff Honorable Beyer
12738,Donald Sternoff Honorable Beyer
12739,Donald Sternoff Honorable Beyer
12740,Donald Sternoff Honorable Beyer
12741,Donald Sternoff Honorable Beyer
12742,Donald Sternoff Honorable Beyer
12743,Donald Sternoff Honorable Beyer
12744,Donald Sternoff Honorable Beyer
12745,Donald Sternoff Honorable Beyer
12746,Donald Sternoff Honorable Beyer
12747,Donald Sternoff Honorable Beyer
12748,Donald Sternoff Honorable Beyer
12749,Donald Sternoff Honorable Beyer
12750,Donald Sternoff Honorable Beyer
12751,Donald Sternoff Honorable Beyer
12752,Donald Sternoff Honorable Beyer
12753,"Charles J. ""Chuck"" Fleischmann"
12754,"Charles J. ""Chuck"" Fleischmann"
12755,Suzan K. DelBene
12756,Earl Leroy Carter
12757,Earl Leroy Carter
12758,Earl Leroy Carter
12759,Earl Leroy Carter
12760,Earl Leroy Carter
12761,Earl Leroy Carter
12762,David Kustoff
12763,David Kustoff
12764,David Kustoff
12765,K. Michael Conaway
12766,K. Michael Conaway
12767,K. Michael Conaway
12768,K. Michael Conaway
12769,K. Michael Conaway
12770,K. Michael Conaway
12771,K. Michael Conaway
12772,K. Michael Conaway
12773,K. Michael Conaway
12774,K. Michael Conaway
12775,K. Michael Conaway
12776,K. Michael Conaway
12777,K. Michael Conaway
12778,K. Michael Conaway
12779,K. Michael Conaway
12780,K. Michael Conaway
12781,K. Michael Conaway
12782,K. Michael Conaway
12783,K. Michael Conaway
12784,K. Michael Conaway
12785,K. Michael Conaway
12786,K. Michael Conaway
12787,K. Michael Conaway
12788,K. Michael Conaway
12789,K. Michael Conaway
12790,K. Michael Conaway
12791,K. Michael Conaway
12792,K. Michael Conaway
12793,K. Michael Conaway
12794,Nancy Pelosi
12795,Nancy Pelosi
12796,Nancy Pelosi
12797,Nancy Pelosi
12798,Nancy Pelosi
12799,Nancy Pelosi
12800,Nancy Pelosi
12801,Nancy Pelosi
12802,Nancy Pelosi
12803,David E. Price
12804,Brian Mast
12805,Brian Mast
12806,Brian Mast
12807,Brian Mast
12808,Billy Long
12809,Billy Long
12810,Suzan K. DelBene
12811,Suzan K. DelBene
12812,Suzan K. DelBene
12813,Suzan K. DelBene
12814,Suzan K. DelBene
12815,Elaine Luria
12816,Elaine Luria
12817,Elaine Luria
12818,Elaine Luria
12819,Chellie Pingree
12820,Alan S. Lowenthal
12821,Alan S. Lowenthal
12822,Alan S. Lowenthal
12823,Alan S. Lowenthal
12824,Alan S. Lowenthal
12825,Alan S. Lowenthal
12826,Alan S. Lowenthal
12827,Alan S. Lowenthal
12828,James E Hon Banks
12829,James E Hon Banks
12830,Mo Brooks
12831,Alan S. Lowenthal
12832,Richard W. Allen
12833,Scott Franklin
12834,Scott Franklin
12835,Scott Franklin
12836,Bill Flores
12837,Bill Flores
12838,Bill Flores
12839,Roger W. Marshall
12840,Roger W. Marshall
12841,Roger W. Marshall
12842,Roger W. Marshall
12843,Roger W. Marshall
12844,Roger W. Marshall
12845,Roger W. Marshall
12846,Roger W. Marshall
12847,Dean Phillips
12848,Dean Phillips
12849,Dean Phillips
12850,Dean Phillips
12851,Dean Phillips
12852,Dean Phillips
12853,Dean Phillips
12854,Dean Phillips
12855,Dean Phillips
12856,Dean Phillips
12857,Dean Phillips
12858,Greg Gianforte
12859,Greg Gianforte
12860,Greg Gianforte
12861,Greg Gianforte
12862,Donald Sternoff Honorable Beyer
12863,Donald Sternoff Honorable Beyer
12864,Donald Sternoff Honorable Beyer
12865,Donald Sternoff Honorable Beyer
12866,Donald Sternoff Honorable Beyer
12867,Donald Sternoff Honorable Beyer
12868,Donald Sternoff Honorable Beyer
12869,Donald Sternoff Honorable Beyer
12870,Donald Sternoff Honorable Beyer
12871,Donald Sternoff Honorable Beyer
12872,Michael C. Burgess
12873,Michael C. Burgess
12874,Michael C. Burgess
12875,Michael C. Burgess
12876,Michael C. Burgess
12877,Michael C. Burgess
12878,Michael C. Burgess
12879,Donald Sternoff Honorable Beyer
12880,Donald Sternoff Honorable Beyer
12881,Donald Sternoff Honorable Beyer
12882,Donald Sternoff Honorable Beyer
12883,Donald Sternoff Honorable Beyer
12884,Donald Sternoff Honorable Beyer
12885,Donald Sternoff Honorable Beyer
12886,Donald Sternoff Honorable Beyer
12887,Donald Sternoff Honorable Beyer
12888,Donald Sternoff Honorable Beyer
12889,Donald Sternoff Honorable Beyer
12890,Donald Sternoff Honorable Beyer
12891,Donald Sternoff Honorable Beyer
12892,Donald Sternoff Honorable Beyer
12893,Donald Sternoff Honorable Beyer
12894,Donald Sternoff Honorable Beyer
12895,Donald Sternoff Honorable Beyer
12896,Donald Sternoff Honorable Beyer
12897,Donald Sternoff Honorable Beyer
12898,Donald Sternoff Honorable Beyer
12899,Donald Sternoff Honorable Beyer
12900,Lloyd Doggett
12901,Lloyd Doggett
12902,Lloyd Doggett
12903,Virginia Foxx
12904,Virginia Foxx
12905,Virginia Foxx
12906,Dean Phillips
12907,Dean Phillips
12908,Dean Phillips
12909,Vern Buchanan
12910,Vern Buchanan
12911,David B. McKinley
12912,David B. McKinley
12913,David B. McKinley
12914,David B. McKinley
12915,David B. McKinley
12916,David B. McKinley
12917,David B. McKinley
12918,Alan S. Lowenthal
12919,Alan S. Lowenthal
12920,Alan S. Lowenthal
12921,Alan S. Lowenthal
12922,Alan S. Lowenthal
12923,Alan S. Lowenthal
12924,Alan S. Lowenthal
12925,Alan S. Lowenthal
12926,Alan S. Lowenthal
12927,Alan S. Lowenthal
12928,Debbie Dingell
12929,Virginia Foxx
12930,Virginia Foxx
12931,Virginia Foxx
12932,Virginia Foxx
12933,Brian Mast
12934,Brian Mast
12935,Michael K. Simpson
12936,Michael K. Simpson
12937,Michael K. Simpson
12938,Michael K. Simpson
12939,Michael K. Simpson
12940,Michael K. Simpson
12941,Michael K. Simpson
12942,Michael K. Simpson
12943,Michael K. Simpson
12944,Michael K. Simpson
12945,Michael K. Simpson
12946,Michael K. Simpson
12947,Michael K. Simpson
12948,Michael K. Simpson
12949,Michael K. Simpson
12950,Michael K. Simpson
12951,Michael K. Simpson
12952,Donald Sternoff Beyer
12953,Donald Sternoff Beyer
12954,Donald Sternoff Beyer
12955,Donald Sternoff Beyer
12956,Donald Sternoff Beyer
12957,Donald Sternoff Beyer
12958,Donald Sternoff Beyer
12959,Donald Sternoff Beyer
12960,Donald Sternoff Beyer
12961,Donald Sternoff Beyer
12962,Donald Sternoff Beyer
12963,Donald Sternoff Beyer
12964,Donald Sternoff Beyer
12965,Donald Sternoff Beyer
12966,Donald Sternoff Beyer
12967,Donald Sternoff Beyer
12968,Donald Sternoff Beyer
12969,Donald Sternoff Beyer
12970,Donald Sternoff Beyer
12971,Donald Sternoff Beyer
12972,James R. Langevin
12973,James R. Langevin
12974,James R. Langevin
12975,James R. Langevin
12976,James R. Langevin
12977,James R. Langevin
12978,James R. Langevin
12979,James R. Langevin
12980,James R. Langevin
12981,James R. Langevin
12982,James R. Langevin
12983,James R. Langevin
12984,James R. Langevin
12985,John B. Larson
12986,John B. Larson
12987,John B. Larson
12988,John B. Larson
12989,John B. Larson
12990,John B. Larson
12991,John B. Larson
12992,John B. Larson
12993,John B. Larson
12994,John B. Larson
12995,John B. Larson
12996,John B. Larson
12997,John B. Larson
12998,John B. Larson
12999,John B. Larson
13000,John B. Larson
13001,John B. Larson
13002,John B. Larson
13003,John B. Larson
13004,John B. Larson
13005,John B. Larson
13006,John B. Larson
13007,John B. Larson
13008,John B. Larson
13009,John B. Larson
13010,John B. Larson
13011,John B. Larson
13012,John B. Larson
13013,John B. Larson
13014,John B. Larson
13015,John B. Larson
13016,John B. Larson
13017,John B. Larson
13018,John B. Larson
13019,Mark Dr Green
13020,Mark Dr Green
13021,Mark Dr Green
13022,Mark Dr Green
13023,Mark Dr Green
13024,Mark Dr Green
13025,Mark Dr Green
13026,Mark Dr Green
13027,Robert J. Wittman
13028,Robert J. Wittman
13029,Robert J. Wittman
13030,Robert J. Wittman
13031,Robert J. Wittman
13032,Steve Chabot
13033,Steve Chabot
13034,Kathy Castor
13035,Virginia Foxx
13036,Virginia Foxx
13037,Virginia Foxx
13038,Michael Garcia
13039,Michael Garcia
13040,Greg Gianforte
13041,Greg Gianforte
13042,Greg Gianforte
13043,Greg Gianforte
13044,Greg Gianforte
13045,Greg Gianforte
13046,Greg Gianforte
13047,Greg Gianforte
13048,Greg Gianforte
13049,Greg Gianforte
13050,Greg Gianforte
13051,Greg Gianforte
13052,Greg Gianforte
13053,Greg Gianforte
13054,Greg Gianforte
13055,Greg Gianforte
13056,Greg Gianforte
13057,Greg Gianforte
13058,Greg Gianforte
13059,Greg Gianforte
13060,Greg Gianforte
13061,Greg Gianforte
13062,Greg Gianforte
13063,Greg Gianforte
13064,Greg Gianforte
13065,Greg Gianforte
13066,Greg Gianforte
13067,Greg Gianforte
13068,Greg Gianforte
13069,Greg Gianforte
13070,Greg Gianforte
13071,Greg Gianforte
13072,Greg Gianforte
13073,Greg Gianforte
13074,Greg Gianforte
13075,Greg Gianforte
13076,Greg Gianforte
13077,Greg Gianforte
13078,Greg Gianforte
13079,Greg Gianforte
13080,Greg Gianforte
13081,Greg Gianforte
13082,Greg Gianforte
13083,Greg Gianforte
13084,Greg Gianforte
13085,Greg Gianforte
13086,Greg Gianforte
13087,Greg Gianforte
13088,Greg Gianforte
13089,Greg Gianforte
13090,Greg Gianforte
13091,Greg Gianforte
13092,Greg Gianforte
13093,Greg Gianforte
13094,Greg Gianforte
13095,Greg Gianforte
13096,Greg Gianforte
13097,Greg Gianforte
13098,Greg Gianforte
13099,Greg Gianforte
13100,Greg Gianforte
13101,Greg Gianforte
13102,Greg Gianforte
13103,Greg Gianforte
13104,Greg Gianforte
13105,Greg Gianforte
13106,Greg Gianforte
13107,Greg Gianforte
13108,Greg Gianforte
13109,Greg Gianforte
13110,Greg Gianforte
13111,Greg Gianforte
13112,Greg Gianforte
13113,Greg Gianforte
13114,Greg Gianforte
13115,Greg Gianforte
13116,Greg Gianforte
13117,Greg Gianforte
13118,Greg Gianforte
13119,Greg Gianforte
13120,Greg Gianforte
13121,Greg Gianforte
13122,Greg Gianforte
13123,Greg Gianforte
13124,Greg Gianforte
13125,Greg Gianforte
13126,Greg Gianforte
13127,Greg Gianforte
13128,Greg Gianforte
13129,Greg Gianforte
13130,Greg Gianforte
13131,Greg Gianforte
13132,Greg Gianforte
13133,Greg Gianforte
13134,Greg Gianforte
13135,Greg Gianforte
13136,Greg Gianforte
13137,Greg Gianforte
13138,Greg Gianforte
13139,Greg Gianforte
13140,Greg Gianforte
13141,Greg Gianforte
13142,Mark Green
13143,Mark Green
13144,Mark Green
13145,Mark Green
13146,Mark Green
13147,Mark Green
13148,Mark Green
13149,Mark Green
13150,Mark Green
13151,Mark Green
13152,Mark Green
13153,Mark Green
13154,Mark Green
13155,Mark Green
13156,Mark Green
13157,Mark Green
13158,Mark Green
13159,Mark Green
13160,Mark Green
13161,Mark Green
13162,Mark Green
13163,Mark Green
13164,Mark Green
13165,Mark Green
13166,Mark Green
13167,Earl Blumenauer
13168,Earl Blumenauer
13169,Susie Lee
13170,Susie Lee
13171,Susie Lee
13172,Susie Lee
13173,Susie Lee
13174,Susie Lee
13175,Susie Lee
13176,Susie Lee
13177,Susie Lee
13178,Susie Lee
13179,Susie Lee
13180,Susie Lee
13181,Susie Lee
13182,Susie Lee
13183,Susie Lee
13184,Susie Lee
13185,Susie Lee
13186,Susie Lee
13187,Susie Lee
13188,Susie Lee
13189,Susie Lee
13190,Susie Lee
13191,Michael C. Burgess
13192,John Curtis
13193,John Curtis
13194,John Curtis
13195,John Curtis
13196,John Curtis
13197,John Curtis
13198,John Curtis
13199,John Curtis
13200,John Curtis
13201,John Curtis
13202,John Curtis
13203,John Curtis
13204,John Curtis
13205,John Curtis
13206,Katherine M. Clark
13207,Katherine M. Clark
13208,Katherine M. Clark
13209,Katherine M. Clark
13210,Katherine M. Clark
13211,Katherine M. Clark
13212,Katherine M. Clark
13213,Katherine M. Clark
13214,Katherine M. Clark
13215,Katherine M. Clark
13216,John Curtis
13217,John Curtis
13218,John Curtis
13219,John Curtis
13220,John Curtis
13221,John Curtis
13222,John Curtis
13223,John Curtis
13224,John Curtis
13225,Mike Kelly
13226,John A. Yarmuth
13227,John A. Yarmuth
13228,John A. Yarmuth
13229,John A. Yarmuth
13230,John A. Yarmuth
13231,John A. Yarmuth
13232,John A. Yarmuth
13233,John A. Yarmuth
13234,John A. Yarmuth
13235,John A. Yarmuth
13236,John A. Yarmuth
13237,John A. Yarmuth
13238,John A. Yarmuth
13239,John A. Yarmuth
13240,John A. Yarmuth
13241,John A. Yarmuth
13242,John A. Yarmuth
13243,John A. Yarmuth
13244,John A. Yarmuth
13245,John A. Yarmuth
13246,John A. Yarmuth
13247,Greg Gianforte
13248,Greg Gianforte
13249,Greg Gianforte
13250,Greg Gianforte
13251,Greg Gianforte
13252,Greg Gianforte
13253,Greg Gianforte
13254,Greg Gianforte
13255,Greg Gianforte
13256,Alan S. Lowenthal
13257,Alan S. Lowenthal
13258,Alan S. Lowenthal
13259,Alan S. Lowenthal
13260,Alan S. Lowenthal
13261,Alan S. Lowenthal
13262,Alan S. Lowenthal
13263,Alan S. Lowenthal
13264,Alan S. Lowenthal
13265,Alan S. Lowenthal
13266,Alan S. Lowenthal
13267,Alan S. Lowenthal
13268,Alan S. Lowenthal
13269,Alan S. Lowenthal
13270,"Robert C. ""Bobby"" Scott"
13271,"Robert C. ""Bobby"" Scott"
13272,"Robert C. ""Bobby"" Scott"
13273,"Robert C. ""Bobby"" Scott"
13274,"Robert C. ""Bobby"" Scott"
13275,"Robert C. ""Bobby"" Scott"
13276,Josh Gottheimer
13277,Josh Gottheimer
13278,Josh Gottheimer
13279,Josh Gottheimer
13280,Josh Gottheimer
13281,Josh Gottheimer
13282,Josh Gottheimer
13283,Josh Gottheimer
13284,Josh Gottheimer
13285,Josh Gottheimer
13286,Josh Gottheimer
13287,Josh Gottheimer
13288,Josh Gottheimer
13289,Josh Gottheimer
13290,Josh Gottheimer
13291,Josh Gottheimer
13292,Josh Gottheimer
13293,Josh Gottheimer
13294,Josh Gottheimer
13295,Josh Gottheimer
13296,Josh Gottheimer
13297,Josh Gottheimer
13298,Josh Gottheimer
13299,Josh Gottheimer
13300,Josh Gottheimer
13301,Josh Gottheimer
13302,Josh Gottheimer
13303,Josh Gottheimer
13304,Josh Gottheimer
13305,Josh Gottheimer
13306,Josh Gottheimer
13307,Josh Gottheimer
13308,Josh Gottheimer
13309,Josh Gottheimer
13310,Josh Gottheimer
13311,Josh Gottheimer
13312,Josh Gottheimer
13313,Josh Gottheimer
13314,Josh Gottheimer
13315,Josh Gottheimer
13316,Josh Gottheimer
13317,Josh Gottheimer
13318,Josh Gottheimer
13319,Josh Gottheimer
13320,Josh Gottheimer
13321,Josh Gottheimer
13322,Josh Gottheimer
13323,Josh Gottheimer
13324,Josh Gottheimer
13325,Josh Gottheimer
13326,Josh Gottheimer
13327,Josh Gottheimer
13328,Josh Gottheimer
13329,Josh Gottheimer
13330,Josh Gottheimer
13331,Josh Gottheimer
13332,Josh Gottheimer
13333,Roger W. Marshall
13334,Roger W. Marshall
13335,Roger W. Marshall
13336,Roger W. Marshall
13337,Roger W. Marshall
13338,Roger W. Marshall
13339,Roger W. Marshall
13340,Roger W. Marshall
13341,Roger W. Marshall
13342,Scott H. Peters
13343,Scott H. Peters
13344,S. Raja Krishnamoorthi
13345,James R. Langevin
13346,James R. Langevin
13347,James R. Langevin
13348,James R. Langevin
13349,James R. Langevin
13350,James R. Langevin
13351,James R. Langevin
13352,James R. Langevin
13353,James R. Langevin
13354,James R. Langevin
13355,Suzan K. DelBene
13356,Suzan K. DelBene
13357,Suzan K. DelBene
13358,Suzan K. DelBene
13359,Kevin Hern
13360,Kevin Hern
13361,Kevin Hern
13362,Kevin Hern
13363,Kevin Hern
13364,Kevin Hern
13365,Kevin Hern
13366,Kevin Hern
13367,Kevin Hern
13368,Kevin Hern
13369,Kevin Hern
13370,Kevin Hern
13371,Kevin Hern
13372,Kevin Hern
13373,Kevin Hern
13374,Kevin Hern
13375,Kevin Hern
13376,Kevin Hern
13377,Kevin Hern
13378,Kevin Hern
13379,Marie Newman
13380,Abigail Spanberger
13381,Tim Burchett
13382,Alan S. Lowenthal
13383,Alan S. Lowenthal
13384,Alan S. Lowenthal
13385,Alan S. Lowenthal
13386,Alan S. Lowenthal
13387,Alan S. Lowenthal
13388,Alan S. Lowenthal
13389,Alan S. Lowenthal
13390,Alan S. Lowenthal
13391,Brian Mast
13392,Gilbert Cisneros
13393,Gilbert Cisneros
13394,Gilbert Cisneros
13395,Gilbert Cisneros
13396,Gilbert Cisneros
13397,Gilbert Cisneros
13398,Gilbert Cisneros
13399,Gilbert Cisneros
13400,Gilbert Cisneros
13401,Gilbert Cisneros
13402,Gilbert Cisneros
13403,Gilbert Cisneros
13404,Gilbert Cisneros
13405,Gilbert Cisneros
13406,Gilbert Cisneros
13407,Gilbert Cisneros
13408,Gilbert Cisneros
13409,Gilbert Cisneros
13410,Gilbert Cisneros
13411,Gilbert Cisneros
13412,Gilbert Cisneros
13413,Gilbert Cisneros
13414,Gilbert Cisneros
13415,Gilbert Cisneros
13416,Gilbert Cisneros
13417,Gilbert Cisneros
13418,Gilbert Cisneros
13419,Gilbert Cisneros
13420,Gilbert Cisneros
13421,Gilbert Cisneros
13422,Gilbert Cisneros
13423,Gilbert Cisneros
13424,Gilbert Cisneros
13425,Gilbert Cisneros
13426,Gilbert Cisneros
13427,Gilbert Cisneros
13428,Gilbert Cisneros
13429,Gilbert Cisneros
13430,Gilbert Cisneros
13431,Gilbert Cisneros
13432,Gilbert Cisneros
13433,Gilbert Cisneros
13434,Virginia Foxx
13435,Virginia Foxx
13436,Virginia Foxx
13437,Virginia Foxx
13438,Virginia Foxx
13439,Nancy Pelosi
13440,Nancy Pelosi
13441,Nancy Pelosi
13442,Nancy Pelosi
13443,Nancy Pelosi
13444,Ann Wagner
13445,Zoe Lofgren
13446,David E. Price
13447,Kurt Schrader
13448,Kurt Schrader
13449,Kurt Schrader
13450,Kurt Schrader
13451,Kurt Schrader
13452,Kurt Schrader
13453,Kurt Schrader
13454,Kurt Schrader
13455,Kurt Schrader
13456,Kurt Schrader
13457,Kurt Schrader
13458,Kurt Schrader
13459,Kurt Schrader
13460,Kurt Schrader
13461,Kurt Schrader
13462,Kurt Schrader
13463,Kurt Schrader
13464,Kurt Schrader
13465,Kurt Schrader
13466,Kathy Castor
13467,Kathy Castor
13468,Bob Gibbs
13469,Virginia Foxx
13470,Virginia Foxx
13471,Virginia Foxx
13472,Virginia Foxx
13473,Virginia Foxx
13474,Virginia Foxx
13475,Virginia Foxx
13476,Virginia Foxx
13477,Virginia Foxx
13478,Virginia Foxx
13479,Virginia Foxx
13480,Virginia Foxx
13481,Virginia Foxx
13482,Virginia Foxx
13483,Virginia Foxx
13484,Virginia Foxx
13485,Virginia Foxx
13486,Virginia Foxx
13487,Virginia Foxx
13488,Virginia Foxx
13489,Virginia Foxx
13490,Virginia Foxx
13491,Virginia Foxx
13492,Virginia Foxx
13493,Virginia Foxx
13494,Virginia Foxx
13495,Virginia Foxx
13496,Alan S. Lowenthal
